id,chapter_code,cn_code,descriptions,msds_classification
936,305,3056340000,"Others in the category of Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",0
937,305,3056360000,"Others in the category of Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",0
938,305,305640,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.):",1
939,305,3056410000,In immediate containers weighing with their contents 6.8 kg or less each,0
940,305,3056450000,"Others in the category of Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",0
941,305,305690,"Others in the category of Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",0
942,305,30569100,"Cusk, haddock, hake (Urophycis spp.) and pollock",0
943,305,30569102000,"Others in the category of Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",0
944,305,3056910210,Hake,0
945,305,3056910220,Pollock,0
946,305,3056910290,Haddock and cusk,0
947,305,30569104000,"Others in the category of Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",0
948,305,3056910410,Hake,0
949,305,3056910420,Pollock,0
950,305,3056910490,Haddock and cusk,0
951,305,305692000,Mackerel:,1
952,305,3056920000,In immediate containers weighing with their contents 6.8 kg or less each,0
953,305,3056930000,"Others in the category of Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",0
954,305,3056940000,Salmon,0
955,305,305695000,"Others in the category of Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",0
956,305,3056950010,In immediate containers weighing with their contents 6.8 kg or less each,0
957,305,3056960010,"Others in the category of Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",0
958,305,3057000,"Others in the category of Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",0
959,305,3057100000,Shark fins,0
960,305,3057200000,"Fish heads, tails and maws",0
961,305,3057900000,"Others in the category of Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process:",0
962,306,3060,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
963,306,3061000,Frozen:,0
964,306,30611000,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
965,306,3061100100,Carribbean spiny lobster (Panulirus argus),0
966,306,3061100200,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
967,306,30612000,Lobsters (Homarus spp.),0
968,306,30612001000,In airtight containers:,0
969,306,3061200100,In brine,0
970,306,3061200300,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
971,306,30612005000,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
972,306,3061200500,In brine,0
973,306,3061200700,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
974,306,306140,Crabs:,0
975,306,3061420000,Crabmeat,0
976,306,30614400,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
977,306,30614400000,King crab:,0
978,306,3061440030,Red king crab (Paralithodes camtschaticus),0
979,306,3061440060,Blue king crab (Paralithodes platypus),0
980,306,3061440090,Golden/brown king crab (Lithodes aequispinus),0
981,306,3061440120,Southern red santolla king crab (Lithodes santolla formerly L. antarcticus),0
982,306,3061440150,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
983,306,3061440200,Snow crab,0
984,306,3061440300,Dungeness crab,0
985,306,3061440900,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
986,306,3061500000,Norway lobsters (Nephrops norvegicus),0
987,306,30616000,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",0
988,306,30616000000,"Shell-on, imported in accordance with statistical note 1 to this chapter:",0
989,306,3061600030,Count size (headless weight) less than 33 per kg (15s),0
990,306,3061600060,Count size (headless weight) 33-45 per kg (15-20s),0
991,306,3061600090,Count size (headless weight) 46-55 per kg (21-25s),0
992,306,3061600120,Count size (headless weight) 56-66 per kg (26-30s),0
993,306,3061600150,Count size (headless weight) 67-88 per kg (31-40s),0
994,306,3061600180,Count size (headless weight) 89-110 per kg (41-50s),0
995,306,3061600210,Count size (headless weight) 111-132 per kg (51-60s),0
996,306,3061600240,Count size (headless weight) 133-154 per kg (61-70s),0
997,306,3061600270,Count size (headless weight) more than 154 per kg (70s),0
998,306,3061600400,"Peeled, imported in accordance with statistical note 1 to this chapter",0
999,306,30617000,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1000,306,30617000000,"Shell-on, imported in accordance with statistical note 1 to this chapter:",0
1001,306,30617000000,Farmed:,0
1002,306,3061700040,Count size (headless weight) less than 33 per kg (15s),0
1003,306,3061700050,Count size (headless weight) 33-45 per kg (15-20s),0
1004,306,3061700070,Count size (headless weight) 46-55 per kg (21-25s),0
1005,306,3061700080,Count size (headless weight) 56-66 per kg (26-30s),0
1006,306,3061700100,Count size (headless weight) 67-88 per kg (31-40s),0
1007,306,3061700110,Count size (headless weight) 89-110 per kg (41-50s),0
1008,306,3061700130,Count size (headless weight) 111-132 per kg (51-60s),0
1009,306,3061700140,Count size (headless weight) 133-154 per kg (61-70s),0
1010,306,3061700160,Count size (headless weight) more than 154 per kg (70s),0
1011,306,30617001000,Not farmed:,0
1012,306,3061700170,Count size (headless weight) less than 33 per kg (15s),0
1013,306,3061700190,Count size (headless weight) 33-45 per kg (15-20s),0
1014,306,3061700200,Count size (headless weight) 46-55 per kg (21-25s),0
1015,306,3061700220,Count size (headless weight) 56-66 per kg (26-30s),0
1016,306,3061700230,Count size (headless weight) 67-88 per kg (31-40s),0
1017,306,3061700250,Count size (headless weight) 89-110 per kg (41-50s),0
1018,306,3061700260,Count size (headless weight) 111-132 per kg (51-60s),0
1019,306,3061700280,Count size (headless weight) 133-154 per kg (61-70s),0
1020,306,3061700290,Count size (headless weight) more than 154 per kg (70s),0
1021,306,30617004000,"Peeled, imported in accordance with statistical note 1 to this chapter:",0
1022,306,3061700410,Farmed,0
1023,306,3061700420,Not farmed,0
1024,306,30619010,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1025,306,3061901100,Freshwater crawfish,0
1026,306,3061901300,Antarctic krill (Euphausia superba),0
1027,306,3061901610,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1028,306,3063000,"Live, fresh or chilled:",0
1029,306,3063100000,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1030,306,30632000,Lobsters (Homarus spp.),0
1031,306,3063200100,Live,0
1032,306,3063200900,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1033,306,306330,Crabs:,0
1034,306,3063320000,Crabmeat,0
1035,306,3063340000,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1036,306,3063400000,Norway lobsters (Nephrops norvegicus),0
1037,306,30635000,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",0
1038,306,3063500200,"Shell-on, imported in accordance with statistical note 1 to this chapter",0
1039,306,3063500400,"Peeled, imported in accordance with statistical note 1 to this chapter",0
1040,306,30636000,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1041,306,3063600200,"Shell-on, imported in accordance with statistical note 1 to this chapter",0
1042,306,3063600400,"Peeled, imported in accordance with statistical note 1 to this chapter",0
1043,306,3063901000,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1044,306,3069000,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1045,306,3069100000,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1046,306,3069200000,Lobsters (Homarus spp.),0
1047,306,306930,Crabs:,0
1048,306,3069320000,Crabmeat,0
1049,306,3069340000,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1050,306,3069400000,Norway lobsters (Nephrops norvegicus),0
1051,306,30695000,Shrimps and prawns,0
1052,306,3069500200,"Shell-on, imported in accordance with statistical note 1 to this chapter",0
1053,306,3069500400,"Peeled, imported in accordance with statistical note 1 to this chapter",0
1054,306,3069901000,"Others in the category of Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine:",1
1055,307,3070,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1056,307,3071000,Oysters:,0
1057,307,30711000,"Live, fresh or chilled",0
1058,307,3071100200,Seed oysters,0
1059,307,30711006000,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1060,307,3071100600,Farmed,0
1061,307,3071100800,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1062,307,30712000,Frozen,0
1063,307,3071200600,Farmed,0
1064,307,3071200800,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1065,307,30719010,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1066,307,3071901600,Farmed,0
1067,307,3071901800,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1068,307,3072000,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1069,307,3072100000,"Live, fresh or chilled",0
1070,307,3072200000,Frozen,0
1071,307,3072901000,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1072,307,3073000,"Mussels (Mytilus spp., Perna spp.):",0
1073,307,30731000,"Live, fresh or chilled",0
1074,307,3073100100,Farmed,0
1075,307,3073100900,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1076,307,3073200000,Frozen,0
1077,307,3073901000,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1078,307,3074000,Cuttle fish and squid:,0
1079,307,30742000,"Live, fresh or chilled",0
1080,307,30742002000,Squid:,0
1081,307,3074200200,Loligo,0
1082,307,3074200400,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1083,307,3074200600,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1084,307,30743000,Frozen,0
1085,307,30743001000,Squid:,0
1086,307,3074300100,Fillets,0
1087,307,30743002000,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1088,307,30743002000,Loligo:,0
1089,307,3074300220,Loligo opalescens,0
1090,307,3074300240,Loligo pealei,0
1091,307,3074300290,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1092,307,3074300500,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1093,307,3074300600,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1094,307,30749010,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1095,307,30749012000,Squid:,0
1096,307,30749012000,Loligo:,0
1097,307,3074901220,Loligo opalescens,0
1098,307,3074901240,Loligo pealei,0
1099,307,3074901290,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1100,307,3074901500,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1101,307,3074901600,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1102,307,3075000,Octopus (Octopus spp.):,0
1103,307,3075100000,"Live, fresh or chilled",0
1104,307,3075200000,Frozen,0
1105,307,3075901000,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1106,307,3076000000,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1107,307,3077000,"Clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae):",1
1108,307,30771000,"Live, fresh or chilled",0
1109,307,30771005000,Clams:,0
1110,307,3077100500,Geoduck,0
1111,307,3077100700,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1112,307,3077100900,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1113,307,30772000,Frozen,0
1114,307,30772003000,Clams:,0
1115,307,3077200300,Geoduck,0
1116,307,3077200510,StimsonÃŠÂ¼s,0
1117,307,3077200550,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1118,307,3077200600,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1119,307,30779010,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1120,307,30779013000,Clams:,0
1121,307,3077901300,Geoduck,0
1122,307,3077901510,StimsonÃŠÂ¼s,0
1123,307,3077901550,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1124,307,3077901600,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1125,307,3078000,Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.):,0
1126,307,3078100000,"Live, fresh or chilled abalone (Haliotis spp.)",0
1127,307,3078200000,"Live, fresh or chilled stromboid conchs (Strombus spp.)",0
1128,307,3078300000,Frozen abalone (Haliotis spp.),0
1129,307,3078400000,Frozen stromboid conchs (Strombus spp.),0
1130,307,3078700000,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1131,307,3078800000,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1132,307,3079000,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1133,307,30791030,"Live, fresh or chilled",0
1134,307,3079103300,Conch,0
1135,307,3079103900,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1136,307,30792010,Frozen,0
1137,307,3079201300,Conch,0
1138,307,3079201900,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1139,307,3079903000,"Others in the category of Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process:",0
1140,308,3080,"Others in the category of Sea cucumbers (Stichopus japonicus, Holothuroidea):",0
1141,308,3081000,"Sea cucumbers (Stichopus japonicus, Holothuroidea):",0
1142,308,3081100000,"Live, fresh or chilled",0
1143,308,3081200000,Frozen,0
1144,308,3081901000,"Others in the category of Sea cucumbers (Stichopus japonicus, Holothuroidea):",0
1145,308,3082000,"Sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus):",0
1146,308,30821000,"Live, fresh or chilled",0
1147,308,3082100210,Roe,0
1148,308,3082100290,"Others in the category of Sea cucumbers (Stichopus japonicus, Holothuroidea):",0
1149,308,3082200000,Frozen,0
1150,308,3082901000,"Others in the category of Sea cucumbers (Stichopus japonicus, Holothuroidea):",0
1151,308,3083000000,Jellyfish (Rhopilema spp.),0
1152,308,3089001000,"Others in the category of Sea cucumbers (Stichopus japonicus, Holothuroidea):",0
1153,309,3090,Others in the category of Of fish:,0
1154,309,309100,Of fish:,0
1155,309,3091005000,In bulk or in immediate containers weighing with their contents over 6.8 kg each,0
1156,309,3091090000,Others in the category of Of fish:,0
1157,309,309900,Others in the category of Of fish:,0
1158,309,309901000,Of crustaceans:,0
1159,309,30990100,Frozen,0
1160,309,3099010100,Freshwater crawfish,0
1161,309,3099010300,Antarctic Krill,0
1162,309,3099010610,Others in the category of Of fish:,0
1163,309,3099020000,"Live, fresh, or chilled",0
1164,309,3099030000,Others in the category of Of fish:,0
1165,309,309904000,Of molluscs:,0
1166,309,30990400,"Live, fresh or chilled",0
1167,309,3099040300,Conch,0
1168,309,3099040900,Others in the category of Of fish:,0
1169,309,30990500,Frozen,0
1170,309,3099050300,Conch,0
1171,309,3099050900,Others in the category of Of fish:,0
1172,309,3099060000,Others in the category of Of fish:,0
1173,309,3099090000,Others in the category of Of fish:,0
1174,401,4010,"Others in the category of Of a fat content, by weight, not exceeding 1 percent",0
1175,401,4011000000,"Of a fat content, by weight, not exceeding 1 percent",0
1176,401,401200,"Of a fat content, by weight, exceeding 1 percent but not exceeding 6 percent:",0
1177,401,4012020000,"For not over 11,356,236 liters entered in any calendar year",0
1178,401,4012040000,"Others in the category of Of a fat content, by weight, not exceeding 1 percent",0
1179,401,401400,"Of a fat content, by weight, exceeding 6 percent but not exceeding 10 percent:",0
1180,401,4014002000,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1181,401,4014005000,Described in additional U.S. note 5 to this chapter and entered pursuant to its provisions,0
1182,401,4014025000,"Others in the category of Of a fat content, by weight, not exceeding 1 percent",0
1183,401,401500,"Of a fat content, by weight, exceeding 10 percent:",0
1184,401,401500000,"Of a fat content, by weight, not exceeding 45 percent:",0
1185,401,4015002000,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1186,401,4015005000,Described in additional U.S. note 5 to this chapter and entered pursuant to its provisions,0
1187,401,4015025000,"Others in the category of Of a fat content, by weight, not exceeding 1 percent",0
1188,401,401504000,"Others in the category of Of a fat content, by weight, not exceeding 1 percent",0
1189,401,4015042000,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1190,401,4015050000,Described in additional U.S. note 6 to this chapter and entered pursuant to its provisions,0
1191,401,4015075000,"Others in the category of Of a fat content, by weight, not exceeding 1 percent",0
1192,402,4020,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1193,402,402100,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1194,402,4021005000,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1195,402,4021010000,Described in additional U.S. note 7 to this chapter and entered pursuant to its provisions,0
1196,402,4021050000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1197,402,4022000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1198,402,402210,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1199,402,402210000,"Of a fat content, by weight, not exceeding 3 percent:",0
1200,402,4022102000,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1201,402,4022105000,Described in additional U.S. note 7 to this chapterand entered pursuant to its provisions,0
1202,402,4022125000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1203,402,402212000,"Of a fat content, by weight, exceeding 3 percent but not exceeding 35 percent:",0
1204,402,4022127000,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1205,402,4022130000,Described in additional U.S. note 8 to this chapterand entered pursuant to its provisions,0
1206,402,4022150000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1207,402,402217000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1208,402,4022173000,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1209,402,4022175000,Described in additional U.S. note 9 to this chapter and entered pursuant to its provisions,0
1210,402,4022190000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1211,402,402290,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1212,402,4022905000,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1213,402,4022910000,Described in additional U.S. note 10 to this chapter and entered pursuant to its provisions,0
1214,402,4022950000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1215,402,4029000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1216,402,402910,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1217,402,402910000,Described in general note 15 of the tariff schedule and entered pursuant to its provisions:,0
1218,402,4029103000,In airtight containers,0
1219,402,4029106000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1220,402,402911000,Described in additional U.S. note 11 to this chapter and entered pursuant to its provisions:,1
1221,402,4029110000,In airtight containers,0
1222,402,4029130000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1223,402,402917000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,1
1224,402,4029170000,In airtight containers,0
1225,402,4029190000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1226,402,402990,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1227,402,402990000,Condensed milk:,0
1228,402,402990000,Described in general note 15 of the tariff schedule and entered pursuant to its provisions:,0
1229,402,4029903000,In airtight containers,0
1230,402,4029906000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1231,402,402991000,Described in additional U.S. note 11 to this chapter and entered pursuant to its provisions:,1
1232,402,4029910000,In airtight containers,0
1233,402,4029930000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1234,402,402994000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1235,402,4029945000,In airtight containers,0
1236,402,4029955000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
1237,402,402996000,Others in the category of Described in general note 15 of the tariff schedule and entered pursuant to its provisions,0
